reviewID,reviewerID,restaurantID,date,rating,reviewUsefulCount,reviewContent,flagged,name,location,yelpJoinDate,friendCount,reviewCount,firstCount,usefulCount,coolCount,funnyCount,complimentCount,tipCount,fanCount,restaurantRating,mnr,rl,rd,Maximum Content Similarity
VXtDGw7E0guWdXLOtzKJ3w,dCbC5DeMbsRsP0bw7RRG0w,pbEiXam9YJL3neCYHGwLUA,8/26/2012,3,4,1st i say i m foodie i enjoy dining w foodies the service impeccable the presentation food truly marvelous i allergic seafood fish my friend vegetarian they prepared special menus both now food some courses delicious others ok everything small even u liked gone 3 bites even though many courses left hungry went afterwards 2 friends foodies elite restaurants also i need stuffed eating out i want satisfied i neither disappointing considering price tag the atmosphere quiet was good girls night out dessert huge disappointment dippin dots spread table price opinion worth it the biggest irritation champaign beginning meal brought though request it i assumed complimentary however turned 100 each i drank part mine i known definitely would finished overall good evening glad i went would go again if mind paying 350 w o wine pairings 1 meal consider checking out,N,Neera F.,"San Jose, CA",01/07/2011,5,5,0,6,1,0,0,1,0,4.5,0.08333333333333333,141,0.375,0.0
V0PU0ciEBeNiHHS1,-3Mzc2O6jmYLWQJcIJdvAA,pbEiXam9YJL3neCYHGwLUA,9/11/2012,5,1,today marks one year since dinner alinea it finest dining experience life lived lofty expectations in hindsight culinary party tricks use technology still lingers forefront mind although innovative technique employed delighted served advance dish my memories fall back bright harmonious flavors impeccable at times playful service to borrow michelin s rubric alinea provided exceptional cuisine worth special journey so much i i cannot imagine another trip chicago without partaking ever joys achatz may store,N,Quinn C.,"West Hollywood, CA",01/06/2007,195,81,0,163,103,73,22,160,8,4.5,0.08333333333333333,74,0.125,0.09172986524363069
,Or40sZeUkVa2w1SCjhaUVg,pbEiXam9YJL3neCYHGwLUA,8/16/2012,5,3,in four years member yelp i ve written grand total two count em two restaurant reviews as much i consider foodie i m big writing food and even though i ve pleasure collecting 20 michelin stars dining standards like wolfgang puck s spago bucket list restaurants like thomas keller s the french laundry per se past years i ve never really felt compelled write review them then i dined alinea grant achatz s michelin three starred restaurant chicago forefront american molecular gastronomy food first things first alinea unlike aforementioned the french laundry per se food much spectacle taste the plating presentation dishes far creative i ve ever experienced a gimmicky e g four pieces seafood entangled seaweed atop giant piece driftwood functional extremely fun especially green apple balloon cracked white chocolate egg now worried chef achatz style substance i let reassure you dishes among best i ve ever eaten the aforementioned four pieces seafood best bites crab lobster clam i ve ever had corn dish world can t go wrong two chef achatz s signature dishes hot potato cold potato black truffle explosion my sister i also went town final dessert cracked white chocolate egg covered entire table finished entire thing easy feat considering 19th final course also largest service like michelin starred restaurant service top notch dishes always arrived razor like synchronicity every course explained thoroughly crumbs always brushed away wine glass never left empty if i one complaint i felt service bit relaxed i ve experienced thomas keller s restaurants joel robuchon s three tokyo establishments the servers always professional casual attitude i m used restaurants caliber some people like stuffy atmosphere fine dining restaurants i m gonna pay arm leg meal fit king i mind treated like one ambiance other darkened entrance hall neon outlines grassy walkway i particularly impressed decor restaurant mainly black white accent lighting various shades neon but i think that s kind point each food presentations like work art restaurant like blank canvas upon works art presented nowhere obvious cracked white chocolate egg dessert course utilized entire table covered latex tablecloth course canvas i say though noise level restaurant bit louder end created casual atmosphere i m used michelin starred restaurants verdict i m easily impressed diner i like writing food reviews but alinea surpassed expectations some dining experience prompted unthinkable write review yelp and that s dinner alinea dining experience one i never forget,N,Jonathan Y.,"Boston, MA",01/11/2008,24,3,0,9,2,2,4,808,0,4.5,0.08333333333333333,402,0.125,0.0
9Q17H2GMBFeRMOS1Ni-I2Q,tToOHav143V1NXH0nf_YIA,pbEiXam9YJL3neCYHGwLUA,8/4/2012,5,10,i wanted visit alinea since 2007 never organized enough make reservation always going happen perpetually unnamed special occasion then last week switched ticketing system a la next i happened lucky and f5 happy enough get prime time friday night table week later spoiler alert planning going like surprises stop reading actually stop reading reviews general go i m even going attempt describe dishes last night s meal highlights walking front door shrinking corridor greeted glass lemonade drunk walking carpeting fresh turf sound wind chime watching grant achatz inspecting dishes leaving kitchen later serving masterpiece dessert directly onto table next ours eating chunk tempura fried fruit brie served burning cinnamon stick skewer the black truffle explosion flavorful i think may literally permeated flesh mouth i still taste truffles next day wondering long i wait i see doctor it being served three small cuts lamb tray 60 different beautiful weird accompaniments choose from sucking helium edible apple flavored balloon getting apple flavored balloon goo face then making loud borderline inappropriate that s said joke squeaky helium voice the wine pairings do it the front house staff flawlessly professional completely approachable immediately likable they hit magical spot formal fine dining service feels comfortable welcoming friendly i also heard jokingly tell table behind us we re expecting read good yelp reviews tomorrow i like simple traditional meals much next person admit sometimes skeptical molecular gastronomy i understand techniques used alinea show every dish uses chef s mad scientist skills invoke emotion bring back memories sometimes make laugh if food soul is,N,Tim R.,"Chicago, IL",01/07/2008,217,724,54,1154,743,717,421,1,30,4.5,0.08333333333333333,257,0.125,0.18909453963109657
Hk9BR0a,EkItn2a_Fx1KE9Q5amo7JA,pbEiXam9YJL3neCYHGwLUA,9/15/2012,5,0,i dined alinea weeks ago son 25th birthday he quite excited scored tickets new ticketing system birthday nonetheless i heard alinea years ago first opened wondered about my impression going expensive weird food couldn t imagine eating many courses well amazing experience i could compare charlie trotter s i dined months back this blows charlie s away sorry charlie the restaurant sign front liked that nice young man greeted us entered the hallway floor real grass real grass small set fresh lemonade we led table the restaurant music playing fairly modern simple they ask allergies wine pairings etc experience begins i go detail every course simply many i frankly remember consisted of but seafood course served piece driftwood die for also mushroom dish hot stones amazing well a summer salad sort everything fresh delicious i remember disliking one dish little pieces ginger served little skewer things okay the hot potato cold potato truffle explosion i heard famously also amazing the service excellent waiters one nicer next the courses spaced apart nicely far apart close together they brought son special chocolate desert birthday compliments staff really nice and singing happy birthday the desert amazing privilege chef achatz serve us famous white chocolate pinata himself my son awestruck expression face priceless well worth price meal so worth it it definitely was years back i could never imagined spending much money meal but way i look it many people spend comparable amounts dinner concert dinner movie drinks out night opera theter whatever like cigarettes starbucks etc this magical night son one always remember can t put price that,N,Mary L.,"Cook, IL",01/09/2009,0,40,1,11,9,0,1,0,0,4.5,0.08333333333333333,265,0.125,0.13260479996312768
MgarFT5mQE6Gq1eNAfw4Fw,0SvPdzpIEHQFJOvnPt9zxQ,pbEiXam9YJL3neCYHGwLUA,8/21/2012,5,0,so fortunate enough score sunday dinner reservations restaurant moved phone based reservation system next like online ticketing system i honesty say pinnacle dining experiences every fine dining establishment point forward judged experience i m sure fair grant achatz team set insanely high bar prior dining alinea literally hour before i finished reading grant nick s autobiography life line i appreciated insight creative passion love food drives alinea staff i m also slated trip san francisco fall much looking forward scoring hopefully reservations the french laundry huge influence chef achatz fingers crossed redial finger make reservationists back alinea we re going course by course review i agree many yelpers simply ruins experience although i m guessing fall menu far around corner eager go back sure from time check in doorman moment step darkened wedge like hallway dinner begins stop almost four hours every detail meticulously considered shows time i confirmed reservations dietary restrictions notes importance staff i notify half left handed i realize even reason make special note alinea is once realized left handed every course situated placed correctly front him i know ticketing system nightmare and person rated restaurant one star based inability get reservation really irks me perseverance patience pay off if get reservation opportunity make one think it it turn alinea staff prepared blown away,N,Jon A.,"Atlanta, GA",01/07/2009,52,50,6,99,50,31,15,17,5,4.5,0.08333333333333333,217,0.125,0.0
8cP116ZiSEmSv8vYTI6RIA,hFaZatmXXpiEDyMFaLejmw,pbEiXam9YJL3neCYHGwLUA,8/6/2012,5,1,all reviews likely tell various ways courses alinea incredible all best meals life s culinary discourses but looking price tag difficulty acquiring table may still asking yourself yeah but hype really worth it let answer that it is i could tell every bite every course one best interesting surprising things i ever eaten changed i experience food dining i could tell wine pairings spectacular pushed course yet another level i could tell i little starstruck grant achatz wished i d snuck photo creating final course tableside people close us if i playing i totally belong here cool trying keep delivery course surprise i could also tell service formal personable enough hands free course i comfy enough raise mine ala rollercoaster look ma hands i could tell things but fact i was mid dinner scheming i could save come again soon may need hear me,N,Susan Sassybrass C.,"Chicago, IL",01/10/2008,71,63,1,114,63,74,32,35,4,4.5,0.08333333333333333,144,0.125,0.07499182645051028
UgYDx0tIBklPYQM1VS-B,NAWMYBSkEPAEYp9YT7vM_Q,pbEiXam9YJL3neCYHGwLUA,8/23/2012,5,0,this really greatest restaurant i forever for truly special occasion place great time those give 3 less stars serious reviews since 3 less stars a0ok 2 better it unfortunate people specific bad experiences rare occurrence read read 5 star review get idea ik chef tasting restaurants price place match presentation taste my wife came 4 people every one us blown away quality service i could go food service presentation many reviews articulate better would could this review really say yelp undecided place answer just go,N,Nathan N.,"Bellaire, TX",01/06/2011,16,5,0,1,0,0,0,0,0,4.5,0.08333333333333333,85,0.125,0.0
6A7MFnTHM45U0pKl379KRw,_Es4as5v1edu5WxeMvWHEg,pbEiXam9YJL3neCYHGwLUA,8/13/2012,4,1,maybe i read reviews place i went bit experimental me here example dish had three pieces well prepared lamb 60 possible sauces herbs fruits choose eat lamb with did i seriously drop almost 300 compose dishes i m certainly expert definitely made suboptimal choices and people really like dessert drop things everywhere it s cool show taste wise pretty far best desserts i ve had i give 4 s courses among best dishes i ve ever had terms taste presentation some favorites without going much detail fear ruining others included otoro course lobster crab dish just know getting into much hype everything even close best things ever tasted much meat seafood courses restaurants one course ginger reservation system buy table advance ability change highly obnoxious shows pretentious people no top restaurants country this but presentation food far best i ve ever experienced so things cheer about,N,Sarah J.,"New York, NY",01/12/2009,15,56,2,42,10,7,3,0,2,4.5,0.08333333333333333,146,0.125,0.0
If-jhodOvle7Qm6LBK-GTA,yGrCzVPdeHTiFl5KfUVZBA,pbEiXam9YJL3neCYHGwLUA,8/8/2012,5,1,i never worked hard get reservation looking reservation first week august i started stalking web site soon july rolled around a seemingly endless series cryptic promises updates eventually culminated roll new a la next ticketing system fortunately coworker caught release happening half hour later i sitting tickets four top but i looking reservation 3 turns thats something alinea s new ticketing system accommodate problem not all turns heck popular place without much fuss able find fourth join us culinary adventure concerns awkwardness spending 4 hours stranger entirely unfounded its amazing shared admiration breathtaking food bring people together at price tag 280 sans drinks place lot live to i happy report i think worth every penny while plenty fine dining establishments providing fine culinary fare alinea providing complete experience dinner show i surprised extent restaurant made use molecular gastronomy bells whistles added rather detracted every time innovative techniques ingredients came together surprising wonderful ways i wont provide details how i want ruin surprise just go prepared mind blown,N,Ashwin T.,"New York, NY",01/07/2009,62,79,0,56,19,16,11,36,3,4.5,0.08333333333333333,167,0.125,0.0
Xz9kC-QlnKL1CO6hSihR0w,7MczEWaY3Ic6p4kBkKH0gw,pbEiXam9YJL3neCYHGwLUA,9/8/2012,5,1,the best restaurant i ever to hands down well even french laundry,N,Glen Glen W.,"Chicago, IL",01/12/2011,27,17,1,4,2,2,0,0,0,4.5,0.25,12,0.125,0.10210849659131827
Yb93IM4NA7uXffk978kDRQ,7MczEWaY3Ic6p4kBkKH0gw,IvdOI86_CSCRFpid2atnyA,9/8/2012,4,2,best small plates italian we ve chicago one favorite restaurants chicago don t miss cacio e pepe,N,Glen Glen W.,"Chicago, IL",01/12/2011,27,17,1,4,2,2,0,0,0,4.0,0.25,17,0.0,0.10210849659131827
xW3tNKZ0mkcAp7lE49d9Ww,7MczEWaY3Ic6p4kBkKH0gw,jGiKIJCVLZHXQDSNnSLPsw,9/8/2012,4,0,this place classic everything delicious don t miss soft serve,N,Glen Glen W.,"Chicago, IL",01/12/2011,27,17,1,4,2,2,0,0,0,4.0,0.25,10,0.0,0.10210849659131827
JJB4ji7KzToqwdW3CRad,TYfZrIzz08VGmvvvGZhqyw,pbEiXam9YJL3neCYHGwLUA,8/30/2012,5,5,first let start saying took two years at 20 paycheck favorite way save restaurant experiences save trip alinea every since i found best restaurant u s favorite city i knew i needed go this third michelin starred restaurant first three star disappoint i found securing reservations ticketing system quite simple hoping restaurants caliber switch method future my night alinea perfection moment began gentlemen helping cab minutes i got spend watching kitchen work course food service i m going write review explaining food i enjoy every course there certainly i preferred others nothing bad even close bad i agree reviewers several courses i wanted one bite though i definitely full end meal my boyfriend i wine pairings dinner thing i regret neither us huge wine people therefore really much wine me if i go again i would probably bottle share instead try glasses pairing if that i ask i love 10 pairings enjoyed 9 10 my favorite part alinea besides food course admiring beautiful pieces created serve food restaurant brilliant minds established place everything design perfect smallest detail i found service excellent table courses well explained we also fun asking questions staff sorts fun stories great laughes added meal i likely back alinea cost prohibitive me if chance experience alinea i would make trip lifetime evening me,N,Lindsay B.,"South Elgin, IL",01/01/2011,9,69,5,27,4,2,5,0,0,4.5,0.08333333333333333,216,0.125,0.14019441717535364
aeEjv1lz5q0E0k6uf0gZ4w,gmluXHnW8aihzYow1zVoRQ,pbEiXam9YJL3neCYHGwLUA,8/16/2012,2,3,part wants give resto five stars part wants give 1 star i ll give two i ve four times the first time shortly opened best experience every time since then i ve condescending servers it s bad front house half sense humor kitchen has it s made last three meals unpleasant on different note ticket system birds i bother even trying go restaurants joining facebook trying score tickets it s waste time confusing honest insulting i ll go next alinea someone invites that s it,N,Cheffrey don't make me do it D.,"Beverly Shores, IN",01/11/2010,3,21,8,22,3,5,1,0,1,4.5,0.08333333333333333,85,0.625,0.0
6--qR6eWCaLsVFsoZYELAA,9_Hqx7Bf5vwQsgP2g-WCCQ,pbEiXam9YJL3neCYHGwLUA,8/12/2012,5,1,the day finally come dinner alinea i never tried hard i get reservation any restaurant i alinea since announced switching next like ticketing system became obsession mine month check website facebook page every half hour eagerly waiting release august tickets being town i 3 nights would worked schedule made even harder secure reservation on fateful afternoon tickets released i found 15 minutes went sale almost sold out i extremely lucky snatch last available table 2 day would work me tickets restaurant tougher get justin bieber concert tickets ok bad analogy the many hours life spent religiously checking website worth it it far best dining experience ever what yelpers already said true simply amazing,N,Garrick L.,"Vancouver, BC",01/09/2008,13,10,0,9,1,2,0,0,1,4.5,0.08333333333333333,113,0.125,0.0
nvhdKKdvBNw7XeH5OQ4oMQ,XVvbDeYn5Dk-MteNHwjC7Q,pbEiXam9YJL3neCYHGwLUA,9/3/2012,4,0,i agree many yelpers 3 five star posting august 2012 service great did reserve wine pairing great pairing i regret i m lightweight drinker i barely made end i heaving near prisitine women s second floor private washroom coveted bowl wishing i finish pours trying keep husband sparkling water no it made belly full i missed enjoying true savory meat dish it would awesome highlight me it delight chef come plate dessert would go back again,N,Penny L.,"Cook County, IL",01/12/2007,2,14,1,5,1,3,0,4,1,4.5,0.16666666666666666,76,0.125,0.06884031232125631
VASwtIH1BPDCt65mnjawMg,XVvbDeYn5Dk-MteNHwjC7Q,8d_DiHWB-pjBVW3a7D8EWg,9/3/2012,3,0,would love try place sushi three stars savory food,N,Penny L.,"Cook County, IL",01/12/2007,2,14,1,5,1,3,0,4,1,4.0,0.16666666666666666,9,0.25,0.06884031232125631
GJsvC0riezPv,R318sTI6PPW_9NVCo5kVug,pbEiXam9YJL3neCYHGwLUA,8/28/2012,5,1,said already said dinner past sunday fun i ve while moment stepped cab moment got back one 19 course meal alinea carved complete sensory experience every one sense tickled prodded attention go experience fun amazed there s music playing background drown noise kitchen conversations nearby tables candles tablecloth mini flower centerpieces table you dining companion staff food that s need 4 hours food always perfect certain dishes overly salty trio lamb razor clam make sense corn silk dish sea salt foam otoro dish good best creative food i ve ever steelhead roe straw w peach hot cold potato black truffle dumpling explosion watermelon snow w chili tomato again fun amazed what s point otherwise,N,Sue P.,"Brooklyn, NY",01/09/2011,13,83,1,38,12,19,6,9,1,4.5,0.16666666666666666,114,0.125,0.05521763454054163
xsSUX8cGVAPTsLysi7FwWA,R318sTI6PPW_9NVCo5kVug,boE4Ahsssqic7o5wQLI04w,8/28/2012,4,0,we able fit 2 main meals one alinea during 36 hour trip chicago i researched high low right option it brunch lunch sunday time first choices ie girl goat closed w in walking distance hotel state lake so purple pig was and i m glad it great food we roasted artichoke potato antipasti pork sweetbreads roasted fennel apricot bone marrow w parsley shaved fennel capers jlt pork jowl frisee heirloom tomato w toasted bread milk braised pork shoulder w mashed potatoes lemon panne cotta i wish opted another antipasti place bone marrow i love marrow but marrow marrow anywhere go the parsley fennel capers nice addition add enough flavor it would ve nice see fruit jam sort accompany marrow instead and lemon panne cotta overwhelmingly sweet i wish i could sweetbreads every single day w beer two the jlt perfectly seasoned every component milk braised pork shoulder dish every thanksgiving dinner out delish,N,Sue P.,"Brooklyn, NY",01/09/2011,13,83,1,38,12,19,6,9,1,4.0,0.16666666666666666,153,0.0,0.05521763454054163
